Cs;P20;P40;P60;P80;T2;T5;T10
0.501;0.8082;0.17244;-0.32811;-0.85654;-0.08318;0.8082;1.32315
0.502;0.80812;0.17228;-0.32825;-0.85655;-0.08335;0.80812;1.32321
0.503;0.80804;0.17211;-0.32839;-0.85656;-0.08351;0.80804;1.32327
0.504;0.80795;0.17194;-0.32853;-0.85657;-0.08368;0.80795;1.32333
0.505;0.80787;0.17178;-0.32867;-0.85658;-0.08384;0.80787;1.32339
0.506;0.80778;0.17161;-0.32881;-0.85659;-0.08401;0.80778;1.32345
0.507;0.8077;0.17144;-0.32896;-0.8566;-0.08417;0.8077;1.3235
0.508;0.80761;0.17128;-0.3291;-0.85661;-0.08434;0.80761;1.32356
0.509;0.80753;0.17111;-0.32924;-0.85662;-0.0845;0.80753;1.32362
0.51;0.80744;0.17094;-0.32938;-0.85663;-0.08466;0.80744;1.32368
0.511;0.80736;0.17078;-0.32952;-0.85664;-0.08483;0.80736;1.32374
0.512;0.80727;0.17061;-0.32966;-0.85665;-0.08499;0.80727;1.32379
0.513;0.80719;0.17044;-0.3298;-0.85666;-0.08516;0.80719;1.32385
0.514;0.8071;0.17028;-0.32995;-0.85667;-0.08532;0.8071;1.32391
0.515;0.80702;0.17011;-0.33009;-0.85668;-0.08549;0.80702;1.32397
0.516;0.80693;0.16994;-0.33023;-0.85669;-0.08565;0.80693;1.32402
0.517;0.80684;0.16978;-0.33037;-0.85669;-0.08582;0.80684;1.32408
0.518;0.80676;0.16961;-0.33051;-0.8567;-0.08598;0.80676;1.32414
0.519;0.80667;0.16944;-0.33065;-0.85671;-0.08615;0.80667;1.3242
0.52;0.80659;0.16928;-0.33079;-0.85672;-0.08631;0.80659;1.32425
0.521;0.8065;0.16911;-0.33094;-0.85673;-0.08648;0.8065;1.32431
0.522;0.80642;0.16894;-0.33108;-0.85674;-0.08664;0.80642;1.32437
0.523;0.80633;0.16878;-0.33122;-0.85675;-0.0868;0.80633;1.32442
0.524;0.80624;0.16861;-0.33136;-0.85676;-0.08697;0.80624;1.32448
0.525;0.80616;0.16844;-0.3315;-0.85677;-0.08713;0.80616;1.32454
0.526;0.80607;0.16828;-0.33164;-0.85677;-0.0873;0.80607;1.32459
0.527;0.80598;0.16811;-0.33178;-0.85678;-0.08746;0.80598;1.32465
0.528;0.8059;0.16794;-0.33192;-0.85679;-0.08763;0.8059;1.32471
0.529;0.80581;0.16778;-0.33206;-0.8568;-0.08779;0.80581;1.32476
0.53;0.80573;0.16761;-0.3322;-0.85681;-0.08796;0.80573;1.32482
0.531;0.80564;0.16744;-0.33234;-0.85682;-0.08812;0.80564;1.32487
0.532;0.80555;0.16727;-0.33249;-0.85682;-0.08829;0.80555;1.32493
0.533;0.80547;0.16711;-0.33263;-0.85683;-0.08845;0.80547;1.32499
0.534;0.80538;0.16694;-0.33277;-0.85684;-0.08861;0.80538;1.32504
0.535;0.80529;0.16677;-0.33291;-0.85685;-0.08878;0.80529;1.3251
0.536;0.80521;0.16661;-0.33305;-0.85686;-0.08894;0.80521;1.32515
0.537;0.80512;0.16644;-0.33319;-0.85686;-0.08911;0.80512;1.32521
0.538;0.80503;0.16627;-0.33333;-0.85687;-0.08927;0.80503;1.32526
0.539;0.80494;0.16611;-0.33347;-0.85688;-0.08944;0.80494;1.32532
0.54;0.80486;0.16594;-0.33361;-0.85689;-0.0896;0.80486;1.32537
0.541;0.80477;0.16577;-0.33375;-0.85689;-0.08977;0.80477;1.32543
0.542;0.80468;0.1656;-0.33389;-0.8569;-0.08993;0.80468;1.32548
0.543;0.8046;0.16544;-0.33403;-0.85691;-0.09009;0.8046;1.32554
0.544;0.80451;0.16527;-0.33417;-0.85691;-0.09026;0.80451;1.32559
0.545;0.80442;0.1651;-0.33431;-0.85692;-0.09042;0.80442;1.32565
0.546;0.80433;0.16494;-0.33445;-0.85693;-0.09059;0.80433;1.3257
0.547;0.80425;0.16477;-0.33459;-0.85693;-0.09075;0.80425;1.32576
0.548;0.80416;0.1646;-0.33473;-0.85694;-0.09092;0.80416;1.32581
0.549;0.80407;0.16443;-0.33487;-0.85695;-0.09108;0.80407;1.32587
0.55;0.80398;0.16427;-0.33501;-0.85695;-0.09124;0.80398;1.32592
0.551;0.80389;0.1641;-0.33515;-0.85696;-0.09141;0.80389;1.32597
0.552;0.80381;0.16393;-0.33529;-0.85697;-0.09157;0.80381;1.32603
0.553;0.80372;0.16377;-0.33543;-0.85697;-0.09174;0.80372;1.32608
0.554;0.80363;0.1636;-0.33557;-0.85698;-0.0919;0.80363;1.32614
0.555;0.80354;0.16343;-0.33571;-0.85699;-0.09207;0.80354;1.32619
0.556;0.80345;0.16326;-0.33585;-0.85699;-0.09223;0.80345;1.32624
0.557;0.80336;0.1631;-0.33599;-0.857;-0.09239;0.80336;1.3263
0.558;0.80328;0.16293;-0.33613;-0.857;-0.09256;0.80328;1.32635
0.559;0.80319;0.16276;-0.33627;-0.85701;-0.09272;0.80319;1.3264
0.56;0.8031;0.16259;-0.33641;-0.85702;-0.09289;0.8031;1.32646
0.561;0.80301;0.16243;-0.33655;-0.85702;-0.09305;0.80301;1.32651
0.562;0.80292;0.16226;-0.33669;-0.85703;-0.09322;0.80292;1.32656
0.563;0.80283;0.16209;-0.33683;-0.85703;-0.09338;0.80283;1.32662
0.564;0.80274;0.16192;-0.33697;-0.85704;-0.09354;0.80274;1.32667
0.565;0.80266;0.16176;-0.33711;-0.85704;-0.09371;0.80266;1.32672
0.566;0.80257;0.16159;-0.33725;-0.85705;-0.09387;0.80257;1.32677
0.567;0.80248;0.16142;-0.33739;-0.85706;-0.09404;0.80248;1.32683
0.568;0.80239;0.16125;-0.33753;-0.85706;-0.0942;0.80239;1.32688
0.569;0.8023;0.16109;-0.33767;-0.85707;-0.09436;0.8023;1.32693
0.57;0.80221;0.16092;-0.33781;-0.85707;-0.09453;0.80221;1.32698
0.571;0.80212;0.16075;-0.33795;-0.85708;-0.09469;0.80212;1.32703
0.572;0.80203;0.16058;-0.33809;-0.85708;-0.09486;0.80203;1.32709
0.573;0.80194;0.16042;-0.33823;-0.85708;-0.09502;0.80194;1.32714
0.574;0.80185;0.16025;-0.33837;-0.85709;-0.09519;0.80185;1.32719
0.575;0.80176;0.16008;-0.33851;-0.85709;-0.09535;0.80176;1.32724
0.576;0.80167;0.15991;-0.33865;-0.8571;-0.09551;0.80167;1.32729
0.577;0.80158;0.15975;-0.33879;-0.8571;-0.09568;0.80158;1.32735
0.578;0.80149;0.15958;-0.33892;-0.85711;-0.09584;0.80149;1.3274
0.579;0.8014;0.15941;-0.33906;-0.85711;-0.09601;0.8014;1.32745
0.58;0.80131;0.15924;-0.3392;-0.85712;-0.09617;0.80131;1.3275
0.581;0.80122;0.15908;-0.33934;-0.85712;-0.09633;0.80122;1.32755
0.582;0.80113;0.15891;-0.33948;-0.85712;-0.0965;0.80113;1.3276
0.583;0.80104;0.15874;-0.33962;-0.85713;-0.09666;0.80104;1.32765
0.584;0.80095;0.15857;-0.33976;-0.85713;-0.09683;0.80095;1.3277
0.585;0.80086;0.1584;-0.3399;-0.85714;-0.09699;0.80086;1.32775
0.586;0.80077;0.15824;-0.34004;-0.85714;-0.09715;0.80077;1.3278
0.587;0.80068;0.15807;-0.34018;-0.85714;-0.09732;0.80068;1.32786
0.588;0.80059;0.1579;-0.34032;-0.85715;-0.09748;0.80059;1.32791
0.589;0.8005;0.15773;-0.34045;-0.85715;-0.09765;0.8005;1.32796
0.59;0.80041;0.15757;-0.34059;-0.85715;-0.09781;0.80041;1.32801
0.591;0.80032;0.1574;-0.34073;-0.85716;-0.09797;0.80032;1.32806
0.592;0.80023;0.15723;-0.34087;-0.85716;-0.09814;0.80023;1.32811
0.593;0.80014;0.15706;-0.34101;-0.85716;-0.0983;0.80014;1.32816
0.594;0.80005;0.15689;-0.34115;-0.85717;-0.09847;0.80005;1.32821
0.595;0.79996;0.15673;-0.34129;-0.85717;-0.09863;0.79996;1.32826
0.596;0.79987;0.15656;-0.34143;-0.85717;-0.09879;0.79987;1.32831
0.597;0.79977;0.15639;-0.34156;-0.85718;-0.09896;0.79977;1.32836
0.598;0.79968;0.15622;-0.3417;-0.85718;-0.09912;0.79968;1.32841
0.599;0.79959;0.15605;-0.34184;-0.85718;-0.09929;0.79959;1.32845
0.6;0.7995;0.15589;-0.34198;-0.85718;-0.09945;0.7995;1.3285
0.601;0.79941;0.15572;-0.34212;-0.85719;-0.09961;0.79941;1.32855
0.602;0.79932;0.15555;-0.34226;-0.85719;-0.09978;0.79932;1.3286
0.603;0.79923;0.15538;-0.34239;-0.85719;-0.09994;0.79923;1.32865
0.604;0.79913;0.15521;-0.34253;-0.85719;-0.1001;0.79913;1.3287
0.605;0.79904;0.15505;-0.34267;-0.8572;-0.10027;0.79904;1.32875
0.606;0.79895;0.15488;-0.34281;-0.8572;-0.10043;0.79895;1.3288
0.607;0.79886;0.15471;-0.34295;-0.8572;-0.1006;0.79886;1.32885
0.608;0.79877;0.15454;-0.34309;-0.8572;-0.10076;0.79877;1.32889
0.609;0.79868;0.15437;-0.34322;-0.8572;-0.10092;0.79868;1.32894
0.61;0.79858;0.1542;-0.34336;-0.8572;-0.10109;0.79858;1.32899
0.611;0.79849;0.15404;-0.3435;-0.85721;-0.10125;0.79849;1.32904
0.612;0.7984;0.15387;-0.34364;-0.85721;-0.10141;0.7984;1.32909
0.613;0.79831;0.1537;-0.34378;-0.85721;-0.10158;0.79831;1.32914
0.614;0.79822;0.15353;-0.34391;-0.85721;-0.10174;0.79822;1.32918
0.615;0.79812;0.15336;-0.34405;-0.85721;-0.10191;0.79812;1.32923
0.616;0.79803;0.1532;-0.34419;-0.85721;-0.10207;0.79803;1.32928
0.617;0.79794;0.15303;-0.34433;-0.85722;-0.10223;0.79794;1.32933
0.618;0.79785;0.15286;-0.34447;-0.85722;-0.1024;0.79785;1.32937
0.619;0.79775;0.15269;-0.3446;-0.85722;-0.10256;0.79775;1.32942
0.62;0.79766;0.15252;-0.34474;-0.85722;-0.10272;0.79766;1.32947
0.621;0.79757;0.15235;-0.34488;-0.85722;-0.10289;0.79757;1.32952
0.622;0.79747;0.15219;-0.34502;-0.85722;-0.10305;0.79747;1.32956
0.623;0.79738;0.15202;-0.34515;-0.85722;-0.10321;0.79738;1.32961
0.624;0.79729;0.15185;-0.34529;-0.85722;-0.10338;0.79729;1.32966
0.625;0.7972;0.15168;-0.34543;-0.85722;-0.10354;0.7972;1.3297
0.626;0.7971;0.15151;-0.34557;-0.85722;-0.10371;0.7971;1.32975
0.627;0.79701;0.15134;-0.3457;-0.85722;-0.10387;0.79701;1.3298
0.628;0.79692;0.15118;-0.34584;-0.85722;-0.10403;0.79692;1.32984
0.629;0.79682;0.15101;-0.34598;-0.85722;-0.1042;0.79682;1.32989
0.63;0.79673;0.15084;-0.34612;-0.85722;-0.10436;0.79673;1.32994
0.631;0.79664;0.15067;-0.34625;-0.85722;-0.10452;0.79664;1.32998
0.632;0.79654;0.1505;-0.34639;-0.85722;-0.10469;0.79654;1.33003
0.633;0.79645;0.15033;-0.34653;-0.85722;-0.10485;0.79645;1.33008
0.634;0.79635;0.15016;-0.34667;-0.85722;-0.10501;0.79635;1.33012
0.635;0.79626;0.15;-0.3468;-0.85722;-0.10518;0.79626;1.33017
0.636;0.79617;0.14983;-0.34694;-0.85722;-0.10534;0.79617;1.33021
0.637;0.79607;0.14966;-0.34708;-0.85722;-0.1055;0.79607;1.33026
0.638;0.79598;0.14949;-0.34722;-0.85722;-0.10567;0.79598;1.3303
0.639;0.79589;0.14932;-0.34735;-0.85722;-0.10583;0.79589;1.33035
0.64;0.79579;0.14915;-0.34749;-0.85722;-0.106;0.79579;1.3304
0.641;0.7957;0.14898;-0.34763;-0.85722;-0.10616;0.7957;1.33044
0.642;0.7956;0.14882;-0.34776;-0.85722;-0.10632;0.7956;1.33049
0.643;0.79551;0.14865;-0.3479;-0.85722;-0.10649;0.79551;1.33053
0.644;0.79541;0.14848;-0.34804;-0.85722;-0.10665;0.79541;1.33058
0.645;0.79532;0.14831;-0.34817;-0.85722;-0.10681;0.79532;1.33062
0.646;0.79523;0.14814;-0.34831;-0.85722;-0.10698;0.79523;1.33067
0.647;0.79513;0.14797;-0.34845;-0.85721;-0.10714;0.79513;1.33071
0.648;0.79504;0.1478;-0.34858;-0.85721;-0.1073;0.79504;1.33076
0.649;0.79494;0.14763;-0.34872;-0.85721;-0.10747;0.79494;1.3308
0.65;0.79485;0.14747;-0.34886;-0.85721;-0.10763;0.79485;1.33084
0.651;0.79475;0.1473;-0.34899;-0.85721;-0.10779;0.79475;1.33089
0.652;0.79466;0.14713;-0.34913;-0.85721;-0.10796;0.79466;1.33093
0.653;0.79456;0.14696;-0.34927;-0.85721;-0.10812;0.79456;1.33098
0.654;0.79447;0.14679;-0.3494;-0.8572;-0.10828;0.79447;1.33102
0.655;0.79437;0.14662;-0.34954;-0.8572;-0.10845;0.79437;1.33107
0.656;0.79428;0.14645;-0.34968;-0.8572;-0.10861;0.79428;1.33111
0.657;0.79418;0.14628;-0.34981;-0.8572;-0.10877;0.79418;1.33115
0.658;0.79409;0.14611;-0.34995;-0.8572;-0.10894;0.79409;1.3312
0.659;0.79399;0.14595;-0.35009;-0.85719;-0.1091;0.79399;1.33124
0.66;0.7939;0.14578;-0.35022;-0.85719;-0.10926;0.7939;1.33128
0.661;0.7938;0.14561;-0.35036;-0.85719;-0.10942;0.7938;1.33133
0.662;0.7937;0.14544;-0.3505;-0.85719;-0.10959;0.7937;1.33137
0.663;0.79361;0.14527;-0.35063;-0.85718;-0.10975;0.79361;1.33141
0.664;0.79351;0.1451;-0.35077;-0.85718;-0.10991;0.79351;1.33146
0.665;0.79342;0.14493;-0.3509;-0.85718;-0.11008;0.79342;1.3315
0.666;0.79332;0.14476;-0.35104;-0.85718;-0.11024;0.79332;1.33154
0.667;0.79323;0.14459;-0.35118;-0.85717;-0.1104;0.79323;1.33158
0.668;0.79313;0.14443;-0.35131;-0.85717;-0.11057;0.79313;1.33163
0.669;0.79303;0.14426;-0.35145;-0.85717;-0.11073;0.79303;1.33167
0.67;0.79294;0.14409;-0.35158;-0.85716;-0.11089;0.79294;1.33171
0.671;0.79284;0.14392;-0.35172;-0.85716;-0.11106;0.79284;1.33175
0.672;0.79274;0.14375;-0.35186;-0.85716;-0.11122;0.79274;1.3318
0.673;0.79265;0.14358;-0.35199;-0.85715;-0.11138;0.79265;1.33184
0.674;0.79255;0.14341;-0.35213;-0.85715;-0.11155;0.79255;1.33188
0.675;0.79246;0.14324;-0.35226;-0.85715;-0.11171;0.79246;1.33192
0.676;0.79236;0.14307;-0.3524;-0.85714;-0.11187;0.79236;1.33197
0.677;0.79226;0.1429;-0.35254;-0.85714;-0.11203;0.79226;1.33201
0.678;0.79217;0.14273;-0.35267;-0.85714;-0.1122;0.79217;1.33205
0.679;0.79207;0.14257;-0.35281;-0.85713;-0.11236;0.79207;1.33209
0.68;0.79197;0.1424;-0.35294;-0.85713;-0.11252;0.79197;1.33213
0.681;0.79188;0.14223;-0.35308;-0.85713;-0.11269;0.79188;1.33217
0.682;0.79178;0.14206;-0.35321;-0.85712;-0.11285;0.79178;1.33221
0.683;0.79168;0.14189;-0.35335;-0.85712;-0.11301;0.79168;1.33226
0.684;0.79158;0.14172;-0.35348;-0.85711;-0.11318;0.79158;1.3323
0.685;0.79149;0.14155;-0.35362;-0.85711;-0.11334;0.79149;1.33234
0.686;0.79139;0.14138;-0.35376;-0.8571;-0.1135;0.79139;1.33238
0.687;0.79129;0.14121;-0.35389;-0.8571;-0.11366;0.79129;1.33242
0.688;0.7912;0.14104;-0.35403;-0.8571;-0.11383;0.7912;1.33246
0.689;0.7911;0.14087;-0.35416;-0.85709;-0.11399;0.7911;1.3325
0.69;0.791;0.1407;-0.3543;-0.85709;-0.11415;0.791;1.33254
0.691;0.7909;0.14053;-0.35443;-0.85708;-0.11432;0.7909;1.33258
0.692;0.79081;0.14036;-0.35457;-0.85708;-0.11448;0.79081;1.33262
0.693;0.79071;0.14019;-0.3547;-0.85707;-0.11464;0.79071;1.33266
0.694;0.79061;0.14003;-0.35484;-0.85707;-0.1148;0.79061;1.3327
0.695;0.79051;0.13986;-0.35497;-0.85706;-0.11497;0.79051;1.33274
0.696;0.79041;0.13969;-0.35511;-0.85706;-0.11513;0.79041;1.33278
0.697;0.79032;0.13952;-0.35524;-0.85705;-0.11529;0.79032;1.33282
0.698;0.79022;0.13935;-0.35538;-0.85705;-0.11546;0.79022;1.33286
0.699;0.79012;0.13918;-0.35551;-0.85704;-0.11562;0.79012;1.3329
0.7;0.79002;0.13901;-0.35565;-0.85703;-0.11578;0.79002;1.33294
0.701;0.78992;0.13884;-0.35578;-0.85703;-0.11594;0.78992;1.33298
0.702;0.78983;0.13867;-0.35592;-0.85702;-0.11611;0.78983;1.33302
0.703;0.78973;0.1385;-0.35605;-0.85702;-0.11627;0.78973;1.33306
0.704;0.78963;0.13833;-0.35619;-0.85701;-0.11643;0.78963;1.3331
0.705;0.78953;0.13816;-0.35632;-0.85701;-0.1166;0.78953;1.33314
0.706;0.78943;0.13799;-0.35646;-0.857;-0.11676;0.78943;1.33318
0.707;0.78933;0.13782;-0.35659;-0.85699;-0.11692;0.78933;1.33322
0.708;0.78923;0.13765;-0.35673;-0.85699;-0.11708;0.78923;1.33325
0.709;0.78913;0.13748;-0.35686;-0.85698;-0.11725;0.78913;1.33329
0.71;0.78904;0.13731;-0.35699;-0.85697;-0.11741;0.78904;1.33333
0.711;0.78894;0.13714;-0.35713;-0.85697;-0.11757;0.78894;1.33337
0.712;0.78884;0.13697;-0.35726;-0.85696;-0.11773;0.78884;1.33341
0.713;0.78874;0.1368;-0.3574;-0.85696;-0.1179;0.78874;1.33345
0.714;0.78864;0.13663;-0.35753;-0.85695;-0.11806;0.78864;1.33348
0.715;0.78854;0.13646;-0.35767;-0.85694;-0.11822;0.78854;1.33352
0.716;0.78844;0.1363;-0.3578;-0.85693;-0.11838;0.78844;1.33356
0.717;0.78834;0.13613;-0.35794;-0.85693;-0.11855;0.78834;1.3336
0.718;0.78824;0.13596;-0.35807;-0.85692;-0.11871;0.78824;1.33364
0.719;0.78814;0.13579;-0.3582;-0.85691;-0.11887;0.78814;1.33367
0.72;0.78804;0.13562;-0.35834;-0.85691;-0.11903;0.78804;1.33371
0.721;0.78794;0.13545;-0.35847;-0.8569;-0.1192;0.78794;1.33375
0.722;0.78784;0.13528;-0.35861;-0.85689;-0.11936;0.78784;1.33379
0.723;0.78774;0.13511;-0.35874;-0.85688;-0.11952;0.78774;1.33382
0.724;0.78764;0.13494;-0.35887;-0.85688;-0.11968;0.78764;1.33386
0.725;0.78754;0.13477;-0.35901;-0.85687;-0.11985;0.78754;1.3339
0.726;0.78744;0.1346;-0.35914;-0.85686;-0.12001;0.78744;1.33394
0.727;0.78734;0.13443;-0.35928;-0.85685;-0.12017;0.78734;1.33397
0.728;0.78724;0.13426;-0.35941;-0.85685;-0.12033;0.78724;1.33401
0.729;0.78714;0.13409;-0.35954;-0.85684;-0.1205;0.78714;1.33405
0.73;0.78704;0.13392;-0.35968;-0.85683;-0.12066;0.78704;1.33408
0.731;0.78694;0.13375;-0.35981;-0.85682;-0.12082;0.78694;1.33412
0.732;0.78684;0.13358;-0.35994;-0.85681;-0.12098;0.78684;1.33416
0.733;0.78674;0.13341;-0.36008;-0.85681;-0.12115;0.78674;1.33419
0.734;0.78664;0.13324;-0.36021;-0.8568;-0.12131;0.78664;1.33423
0.735;0.78654;0.13307;-0.36035;-0.85679;-0.12147;0.78654;1.33426
0.736;0.78644;0.1329;-0.36048;-0.85678;-0.12163;0.78644;1.3343
0.737;0.78634;0.13273;-0.36061;-0.85677;-0.1218;0.78634;1.33434
0.738;0.78624;0.13256;-0.36075;-0.85676;-0.12196;0.78624;1.33437
0.739;0.78614;0.13239;-0.36088;-0.85675;-0.12212;0.78614;1.33441
0.74;0.78604;0.13222;-0.36101;-0.85675;-0.12228;0.78604;1.33444
0.741;0.78594;0.13205;-0.36115;-0.85674;-0.12244;0.78594;1.33448
0.742;0.78584;0.13188;-0.36128;-0.85673;-0.12261;0.78584;1.33451
0.743;0.78574;0.13171;-0.36141;-0.85672;-0.12277;0.78574;1.33455
0.744;0.78563;0.13154;-0.36155;-0.85671;-0.12293;0.78563;1.33458
0.745;0.78553;0.13137;-0.36168;-0.8567;-0.12309;0.78553;1.33462
0.746;0.78543;0.1312;-0.36181;-0.85669;-0.12326;0.78543;1.33466
0.747;0.78533;0.13103;-0.36195;-0.85668;-0.12342;0.78533;1.33469
0.748;0.78523;0.13086;-0.36208;-0.85667;-0.12358;0.78523;1.33472
0.749;0.78513;0.13069;-0.36221;-0.85666;-0.12374;0.78513;1.33476
0.75;0.78503;0.13052;-0.36234;-0.85665;-0.1239;0.78503;1.33479
0.751;0.78492;0.13035;-0.36248;-0.85664;-0.12407;0.78492;1.33483
0.752;0.78482;0.13018;-0.36261;-0.85663;-0.12423;0.78482;1.33486
0.753;0.78472;0.13001;-0.36274;-0.85662;-0.12439;0.78472;1.3349
0.754;0.78462;0.12984;-0.36288;-0.85661;-0.12455;0.78462;1.33493
0.755;0.78452;0.12967;-0.36301;-0.8566;-0.12471;0.78452;1.33497
0.756;0.78441;0.1295;-0.36314;-0.85659;-0.12488;0.78441;1.335
0.757;0.78431;0.12933;-0.36327;-0.85658;-0.12504;0.78431;1.33503
0.758;0.78421;0.12916;-0.36341;-0.85657;-0.1252;0.78421;1.33507
0.759;0.78411;0.12899;-0.36354;-0.85656;-0.12536;0.78411;1.3351
0.76;0.78401;0.12882;-0.36367;-0.85655;-0.12553;0.78401;1.33514
0.761;0.7839;0.12865;-0.36381;-0.85654;-0.12569;0.7839;1.33517
0.762;0.7838;0.12847;-0.36394;-0.85653;-0.12585;0.7838;1.3352
0.763;0.7837;0.1283;-0.36407;-0.85652;-0.12601;0.7837;1.33524
0.764;0.7836;0.12813;-0.3642;-0.85651;-0.12617;0.7836;1.33527
0.765;0.78349;0.12796;-0.36434;-0.8565;-0.12633;0.78349;1.3353
0.766;0.78339;0.12779;-0.36447;-0.85649;-0.1265;0.78339;1.33534
0.767;0.78329;0.12762;-0.3646;-0.85648;-0.12666;0.78329;1.33537
0.768;0.78319;0.12745;-0.36473;-0.85647;-0.12682;0.78319;1.3354
0.769;0.78308;0.12728;-0.36486;-0.85645;-0.12698;0.78308;1.33543
0.77;0.78298;0.12711;-0.365;-0.85644;-0.12714;0.78298;1.33547
0.771;0.78288;0.12694;-0.36513;-0.85643;-0.12731;0.78288;1.3355
0.772;0.78277;0.12677;-0.36526;-0.85642;-0.12747;0.78277;1.33553
0.773;0.78267;0.1266;-0.36539;-0.85641;-0.12763;0.78267;1.33556
0.774;0.78257;0.12643;-0.36553;-0.8564;-0.12779;0.78257;1.3356
0.775;0.78246;0.12626;-0.36566;-0.85639;-0.12795;0.78246;1.33563
0.776;0.78236;0.12609;-0.36579;-0.85637;-0.12812;0.78236;1.33566
0.777;0.78226;0.12592;-0.36592;-0.85636;-0.12828;0.78226;1.33569
0.778;0.78215;0.12575;-0.36605;-0.85635;-0.12844;0.78215;1.33573
0.779;0.78205;0.12558;-0.36619;-0.85634;-0.1286;0.78205;1.33576
0.78;0.78195;0.12541;-0.36632;-0.85633;-0.12876;0.78195;1.33579
0.781;0.78184;0.12524;-0.36645;-0.85631;-0.12892;0.78184;1.33582
0.782;0.78174;0.12507;-0.36658;-0.8563;-0.12909;0.78174;1.33585
0.783;0.78164;0.1249;-0.36671;-0.85629;-0.12925;0.78164;1.33588
0.784;0.78153;0.12472;-0.36684;-0.85628;-0.12941;0.78153;1.33591
0.785;0.78143;0.12455;-0.36698;-0.85626;-0.12957;0.78143;1.33595
0.786;0.78132;0.12438;-0.36711;-0.85625;-0.12973;0.78132;1.33598
0.787;0.78122;0.12421;-0.36724;-0.85624;-0.12989;0.78122;1.33601
0.788;0.78112;0.12404;-0.36737;-0.85623;-0.13006;0.78112;1.33604
0.789;0.78101;0.12387;-0.3675;-0.85621;-0.13022;0.78101;1.33607
0.79;0.78091;0.1237;-0.36763;-0.8562;-0.13038;0.78091;1.3361
0.791;0.7808;0.12353;-0.36777;-0.85619;-0.13054;0.7808;1.33613
0.792;0.7807;0.12336;-0.3679;-0.85617;-0.1307;0.7807;1.33616
0.793;0.78059;0.12319;-0.36803;-0.85616;-0.13086;0.78059;1.33619
0.794;0.78049;0.12302;-0.36816;-0.85615;-0.13103;0.78049;1.33622
0.795;0.78038;0.12285;-0.36829;-0.85613;-0.13119;0.78038;1.33625
0.796;0.78028;0.12268;-0.36842;-0.85612;-0.13135;0.78028;1.33628
0.797;0.78017;0.12251;-0.36855;-0.85611;-0.13151;0.78017;1.33631
0.798;0.78007;0.12234;-0.36868;-0.85609;-0.13167;0.78007;1.33634
0.799;0.77996;0.12216;-0.36882;-0.85608;-0.13183;0.77996;1.33637
0.8;0.77986;0.12199;-0.36895;-0.85607;-0.13199;0.77986;1.3364
0.801;0.77975;0.12182;-0.36908;-0.85605;-0.13216;0.77975;1.33643
0.802;0.77965;0.12165;-0.36921;-0.85604;-0.13232;0.77965;1.33646
0.803;0.77954;0.12148;-0.36934;-0.85602;-0.13248;0.77954;1.33649
0.804;0.77944;0.12131;-0.36947;-0.85601;-0.13264;0.77944;1.33652
0.805;0.77933;0.12114;-0.3696;-0.856;-0.1328;0.77933;1.33655
0.806;0.77923;0.12097;-0.36973;-0.85598;-0.13296;0.77923;1.33658
0.807;0.77912;0.1208;-0.36986;-0.85597;-0.13312;0.77912;1.33661
0.808;0.77902;0.12063;-0.36999;-0.85595;-0.13329;0.77902;1.33664
0.809;0.77891;0.12046;-0.37012;-0.85594;-0.13345;0.77891;1.33667
0.81;0.77881;0.12029;-0.37026;-0.85592;-0.13361;0.77881;1.3367
0.811;0.7787;0.12011;-0.37039;-0.85591;-0.13377;0.7787;1.33672
0.812;0.77859;0.11994;-0.37052;-0.85589;-0.13393;0.77859;1.33675
0.813;0.77849;0.11977;-0.37065;-0.85588;-0.13409;0.77849;1.33678
0.814;0.77838;0.1196;-0.37078;-0.85586;-0.13425;0.77838;1.33681
0.815;0.77828;0.11943;-0.37091;-0.85585;-0.13441;0.77828;1.33684
0.816;0.77817;0.11926;-0.37104;-0.85583;-0.13458;0.77817;1.33687
0.817;0.77806;0.11909;-0.37117;-0.85582;-0.13474;0.77806;1.33689
0.818;0.77796;0.11892;-0.3713;-0.8558;-0.1349;0.77796;1.33692
0.819;0.77785;0.11875;-0.37143;-0.85579;-0.13506;0.77785;1.33695
0.82;0.77775;0.11858;-0.37156;-0.85577;-0.13522;0.77775;1.33698
0.821;0.77764;0.11841;-0.37169;-0.85576;-0.13538;0.77764;1.33701
0.822;0.77753;0.11823;-0.37182;-0.85574;-0.13554;0.77753;1.33703
0.823;0.77743;0.11806;-0.37195;-0.85572;-0.1357;0.77743;1.33706
0.824;0.77732;0.11789;-0.37208;-0.85571;-0.13587;0.77732;1.33709
0.825;0.77721;0.11772;-0.37221;-0.85569;-0.13603;0.77721;1.33712
0.826;0.77711;0.11755;-0.37234;-0.85568;-0.13619;0.77711;1.33714
0.827;0.777;0.11738;-0.37247;-0.85566;-0.13635;0.777;1.33717
0.828;0.77689;0.11721;-0.3726;-0.85565;-0.13651;0.77689;1.3372
0.829;0.77679;0.11704;-0.37273;-0.85563;-0.13667;0.77679;1.33722
0.83;0.77668;0.11687;-0.37286;-0.85561;-0.13683;0.77668;1.33725
0.831;0.77657;0.11669;-0.37299;-0.8556;-0.13699;0.77657;1.33728
0.832;0.77647;0.11652;-0.37312;-0.85558;-0.13715;0.77647;1.3373
0.833;0.77636;0.11635;-0.37325;-0.85556;-0.13731;0.77636;1.33733
