Cs;P20;P40;P60;P80;T2;T5;T10
-3;0.63569;0.51073;0.22726;-0.4204;0.39554;0.63569;0.66023
-2.999;0.63584;0.51074;0.22715;-0.4206;0.39548;0.63584;0.66043
-2.998;0.63599;0.51076;0.22703;-0.4208;0.39543;0.63599;0.66063
-2.997;0.63614;0.51078;0.22691;-0.421;0.39538;0.63614;0.66083
-2.996;0.6363;0.5108;0.22679;-0.42119;0.39533;0.6363;0.66103
-2.995;0.63645;0.51081;0.22668;-0.42139;0.39527;0.63645;0.66123
-2.994;0.6366;0.51083;0.22656;-0.42159;0.39522;0.6366;0.66144
-2.993;0.63675;0.51085;0.22644;-0.42179;0.39517;0.63675;0.66164
-2.992;0.6369;0.51087;0.22632;-0.42198;0.39512;0.6369;0.66184
-2.991;0.63705;0.51088;0.22621;-0.42218;0.39506;0.63705;0.66204
-2.99;0.6372;0.5109;0.22609;-0.42238;0.39501;0.6372;0.66224
-2.989;0.63736;0.51092;0.22597;-0.42258;0.39496;0.63736;0.66244
-2.988;0.63751;0.51093;0.22585;-0.42278;0.3949;0.63751;0.66265
-2.987;0.63766;0.51095;0.22573;-0.42297;0.39485;0.63766;0.66285
-2.986;0.63781;0.51097;0.22562;-0.42317;0.3948;0.63781;0.66305
-2.985;0.63796;0.51098;0.2255;-0.42337;0.39474;0.63796;0.66325
-2.984;0.63811;0.511;0.22538;-0.42357;0.39469;0.63811;0.66345
-2.983;0.63827;0.51101;0.22526;-0.42376;0.39463;0.63827;0.66366
-2.982;0.63842;0.51103;0.22514;-0.42396;0.39458;0.63842;0.66386
-2.981;0.63857;0.51105;0.22502;-0.42416;0.39453;0.63857;0.66406
-2.98;0.63872;0.51106;0.22491;-0.42436;0.39447;0.63872;0.66426
-2.979;0.63887;0.51108;0.22479;-0.42455;0.39442;0.63887;0.66447
-2.978;0.63902;0.5111;0.22467;-0.42475;0.39436;0.63902;0.66467
-2.977;0.63917;0.51111;0.22455;-0.42495;0.39431;0.63917;0.66487
-2.976;0.63933;0.51113;0.22443;-0.42515;0.39426;0.63933;0.66508
-2.975;0.63948;0.51114;0.22431;-0.42534;0.3942;0.63948;0.66528
-2.974;0.63963;0.51116;0.22419;-0.42554;0.39415;0.63963;0.66548
-2.973;0.63978;0.51117;0.22407;-0.42574;0.39409;0.63978;0.66568
-2.972;0.63993;0.51119;0.22395;-0.42594;0.39404;0.63993;0.66589
-2.971;0.64008;0.51121;0.22384;-0.42614;0.39398;0.64008;0.66609
-2.97;0.64024;0.51122;0.22372;-0.42633;0.39393;0.64024;0.66629
-2.969;0.64039;0.51124;0.2236;-0.42653;0.39387;0.64039;0.6665
-2.968;0.64054;0.51125;0.22348;-0.42673;0.39382;0.64054;0.6667
-2.967;0.64069;0.51127;0.22336;-0.42693;0.39376;0.64069;0.66691
-2.966;0.64084;0.51128;0.22324;-0.42712;0.39371;0.64084;0.66711
-2.965;0.64099;0.5113;0.22312;-0.42732;0.39365;0.64099;0.66731
-2.964;0.64115;0.51131;0.223;-0.42752;0.3936;0.64115;0.66752
-2.963;0.6413;0.51133;0.22288;-0.42772;0.39354;0.6413;0.66772
-2.962;0.64145;0.51134;0.22276;-0.42791;0.39349;0.64145;0.66793
-2.961;0.6416;0.51136;0.22264;-0.42811;0.39343;0.6416;0.66813
-2.96;0.64175;0.51137;0.22252;-0.42831;0.39338;0.64175;0.66833
-2.959;0.6419;0.51139;0.2224;-0.42851;0.39332;0.6419;0.66854
-2.958;0.64206;0.5114;0.22228;-0.4287;0.39327;0.64206;0.66874
-2.957;0.64221;0.51141;0.22216;-0.4289;0.39321;0.64221;0.66895
-2.956;0.64236;0.51143;0.22204;-0.4291;0.39315;0.64236;0.66915
-2.955;0.64251;0.51144;0.22192;-0.4293;0.3931;0.64251;0.66936
-2.954;0.64266;0.51146;0.2218;-0.42949;0.39304;0.64266;0.66956
-2.953;0.64281;0.51147;0.22168;-0.42969;0.39299;0.64281;0.66977
-2.952;0.64297;0.51149;0.22156;-0.42989;0.39293;0.64297;0.66997
-2.951;0.64312;0.5115;0.22144;-0.43009;0.39287;0.64312;0.67018
-2.95;0.64327;0.51151;0.22132;-0.43028;0.39282;0.64327;0.67038
-2.949;0.64342;0.51153;0.2212;-0.43048;0.39276;0.64342;0.67059
-2.948;0.64357;0.51154;0.22108;-0.43068;0.39271;0.64357;0.67079
-2.947;0.64372;0.51155;0.22096;-0.43088;0.39265;0.64372;0.671
-2.946;0.64388;0.51157;0.22084;-0.43107;0.39259;0.64388;0.6712
-2.945;0.64403;0.51158;0.22072;-0.43127;0.39254;0.64403;0.67141
-2.944;0.64418;0.5116;0.2206;-0.43147;0.39248;0.64418;0.67161
-2.943;0.64433;0.51161;0.22048;-0.43166;0.39242;0.64433;0.67182
-2.942;0.64448;0.51162;0.22036;-0.43186;0.39237;0.64448;0.67203
-2.941;0.64464;0.51164;0.22024;-0.43206;0.39231;0.64464;0.67223
-2.94;0.64479;0.51165;0.22011;-0.43226;0.39225;0.64479;0.67244
-2.939;0.64494;0.51166;0.21999;-0.43245;0.39219;0.64494;0.67264
-2.938;0.64509;0.51167;0.21987;-0.43265;0.39214;0.64509;0.67285
-2.937;0.64524;0.51169;0.21975;-0.43285;0.39208;0.64524;0.67306
-2.936;0.64539;0.5117;0.21963;-0.43305;0.39202;0.64539;0.67326
-2.935;0.64555;0.51171;0.21951;-0.43324;0.39197;0.64555;0.67347
-2.934;0.6457;0.51173;0.21939;-0.43344;0.39191;0.6457;0.67368
-2.933;0.64585;0.51174;0.21927;-0.43364;0.39185;0.64585;0.67388
-2.932;0.646;0.51175;0.21914;-0.43384;0.39179;0.646;0.67409
-2.931;0.64615;0.51176;0.21902;-0.43403;0.39174;0.64615;0.6743
-2.93;0.6463;0.51178;0.2189;-0.43423;0.39168;0.6463;0.6745
-2.929;0.64646;0.51179;0.21878;-0.43443;0.39162;0.64646;0.67471
-2.928;0.64661;0.5118;0.21866;-0.43463;0.39156;0.64661;0.67492
-2.927;0.64676;0.51181;0.21854;-0.43482;0.3915;0.64676;0.67512
-2.926;0.64691;0.51183;0.21842;-0.43502;0.39145;0.64691;0.67533
-2.925;0.64706;0.51184;0.21829;-0.43522;0.39139;0.64706;0.67554
-2.924;0.64722;0.51185;0.21817;-0.43541;0.39133;0.64722;0.67575
-2.923;0.64737;0.51186;0.21805;-0.43561;0.39127;0.64737;0.67595
-2.922;0.64752;0.51187;0.21793;-0.43581;0.39121;0.64752;0.67616
-2.921;0.64767;0.51189;0.21781;-0.43601;0.39115;0.64767;0.67637
-2.92;0.64782;0.5119;0.21768;-0.4362;0.3911;0.64782;0.67658
-2.919;0.64797;0.51191;0.21756;-0.4364;0.39104;0.64797;0.67678
-2.918;0.64813;0.51192;0.21744;-0.4366;0.39098;0.64813;0.67699
-2.917;0.64828;0.51193;0.21732;-0.43679;0.39092;0.64828;0.6772
-2.916;0.64843;0.51194;0.21719;-0.43699;0.39086;0.64843;0.67741
-2.915;0.64858;0.51196;0.21707;-0.43719;0.3908;0.64858;0.67762
-2.914;0.64873;0.51197;0.21695;-0.43739;0.39074;0.64873;0.67782
-2.913;0.64889;0.51198;0.21683;-0.43758;0.39068;0.64889;0.67803
-2.912;0.64904;0.51199;0.2167;-0.43778;0.39062;0.64904;0.67824
-2.911;0.64919;0.512;0.21658;-0.43798;0.39057;0.64919;0.67845
-2.91;0.64934;0.51201;0.21646;-0.43818;0.39051;0.64934;0.67866
-2.909;0.64949;0.51202;0.21634;-0.43837;0.39045;0.64949;0.67887
-2.908;0.64964;0.51203;0.21621;-0.43857;0.39039;0.64964;0.67907
-2.907;0.6498;0.51204;0.21609;-0.43877;0.39033;0.6498;0.67928
-2.906;0.64995;0.51205;0.21597;-0.43896;0.39027;0.64995;0.67949
-2.905;0.6501;0.51206;0.21584;-0.43916;0.39021;0.6501;0.6797
-2.904;0.65025;0.51208;0.21572;-0.43936;0.39015;0.65025;0.67991
-2.903;0.6504;0.51209;0.2156;-0.43955;0.39009;0.6504;0.68012
-2.902;0.65056;0.5121;0.21547;-0.43975;0.39003;0.65056;0.68033
-2.901;0.65071;0.51211;0.21535;-0.43995;0.38997;0.65071;0.68054
-2.9;0.65086;0.51212;0.21523;-0.44015;0.38991;0.65086;0.68075
-2.899;0.65101;0.51213;0.2151;-0.44034;0.38985;0.65101;0.68096
-2.898;0.65116;0.51214;0.21498;-0.44054;0.38979;0.65116;0.68117
-2.897;0.65131;0.51215;0.21486;-0.44074;0.38973;0.65131;0.68137
-2.896;0.65147;0.51216;0.21473;-0.44093;0.38967;0.65147;0.68158
-2.895;0.65162;0.51217;0.21461;-0.44113;0.38961;0.65162;0.68179
-2.894;0.65177;0.51218;0.21449;-0.44133;0.38955;0.65177;0.682
-2.893;0.65192;0.51219;0.21436;-0.44153;0.38949;0.65192;0.68221
-2.892;0.65207;0.5122;0.21424;-0.44172;0.38943;0.65207;0.68242
-2.891;0.65223;0.51221;0.21411;-0.44192;0.38937;0.65223;0.68263
-2.89;0.65238;0.51222;0.21399;-0.44212;0.38931;0.65238;0.68284
-2.889;0.65253;0.51222;0.21387;-0.44231;0.38924;0.65253;0.68305
-2.888;0.65268;0.51223;0.21374;-0.44251;0.38918;0.65268;0.68326
-2.887;0.65283;0.51224;0.21362;-0.44271;0.38912;0.65283;0.68347
-2.886;0.65298;0.51225;0.21349;-0.4429;0.38906;0.65298;0.68369
-2.885;0.65314;0.51226;0.21337;-0.4431;0.389;0.65314;0.6839
-2.884;0.65329;0.51227;0.21325;-0.4433;0.38894;0.65329;0.68411
-2.883;0.65344;0.51228;0.21312;-0.4435;0.38888;0.65344;0.68432
-2.882;0.65359;0.51229;0.213;-0.44369;0.38882;0.65359;0.68453
-2.881;0.65374;0.5123;0.21287;-0.44389;0.38875;0.65374;0.68474
-2.88;0.6539;0.51231;0.21275;-0.44409;0.38869;0.6539;0.68495
-2.879;0.65405;0.51231;0.21262;-0.44428;0.38863;0.65405;0.68516
-2.878;0.6542;0.51232;0.2125;-0.44448;0.38857;0.6542;0.68537
-2.877;0.65435;0.51233;0.21237;-0.44468;0.38851;0.65435;0.68558
-2.876;0.6545;0.51234;0.21225;-0.44487;0.38845;0.6545;0.68579
-2.875;0.65465;0.51235;0.21212;-0.44507;0.38838;0.65465;0.68601
-2.874;0.65481;0.51236;0.212;-0.44527;0.38832;0.65481;0.68622
-2.873;0.65496;0.51237;0.21187;-0.44546;0.38826;0.65496;0.68643
-2.872;0.65511;0.51237;0.21175;-0.44566;0.3882;0.65511;0.68664
-2.871;0.65526;0.51238;0.21162;-0.44586;0.38814;0.65526;0.68685
-2.87;0.65541;0.51239;0.2115;-0.44605;0.38807;0.65541;0.68706
-2.869;0.65557;0.5124;0.21137;-0.44625;0.38801;0.65557;0.68728
-2.868;0.65572;0.51241;0.21125;-0.44645;0.38795;0.65572;0.68749
-2.867;0.65587;0.51241;0.21112;-0.44664;0.38789;0.65587;0.6877
-2.866;0.65602;0.51242;0.211;-0.44684;0.38782;0.65602;0.68791
-2.865;0.65617;0.51243;0.21087;-0.44704;0.38776;0.65617;0.68812
-2.864;0.65632;0.51244;0.21075;-0.44724;0.3877;0.65632;0.68834
-2.863;0.65648;0.51244;0.21062;-0.44743;0.38764;0.65648;0.68855
-2.862;0.65663;0.51245;0.2105;-0.44763;0.38757;0.65663;0.68876
-2.861;0.65678;0.51246;0.21037;-0.44783;0.38751;0.65678;0.68897
-2.86;0.65693;0.51247;0.21024;-0.44802;0.38745;0.65693;0.68919
-2.859;0.65708;0.51247;0.21012;-0.44822;0.38738;0.65708;0.6894
-2.858;0.65724;0.51248;0.20999;-0.44842;0.38732;0.65724;0.68961
-2.857;0.65739;0.51249;0.20987;-0.44861;0.38726;0.65739;0.68982
-2.856;0.65754;0.51249;0.20974;-0.44881;0.38719;0.65754;0.69004
-2.855;0.65769;0.5125;0.20961;-0.44901;0.38713;0.65769;0.69025
-2.854;0.65784;0.51251;0.20949;-0.4492;0.38707;0.65784;0.69046
-2.853;0.65799;0.51251;0.20936;-0.4494;0.387;0.65799;0.69068
-2.852;0.65815;0.51252;0.20924;-0.4496;0.38694;0.65815;0.69089
-2.851;0.6583;0.51253;0.20911;-0.44979;0.38688;0.6583;0.6911
-2.85;0.65845;0.51253;0.20898;-0.44999;0.38681;0.65845;0.69132
-2.849;0.6586;0.51254;0.20886;-0.45019;0.38675;0.6586;0.69153
-2.848;0.65875;0.51255;0.20873;-0.45038;0.38668;0.65875;0.69174
-2.847;0.6589;0.51255;0.2086;-0.45058;0.38662;0.6589;0.69196
-2.846;0.65906;0.51256;0.20848;-0.45077;0.38656;0.65906;0.69217
-2.845;0.65921;0.51257;0.20835;-0.45097;0.38649;0.65921;0.69239
-2.844;0.65936;0.51257;0.20822;-0.45117;0.38643;0.65936;0.6926
-2.843;0.65951;0.51258;0.2081;-0.45136;0.38636;0.65951;0.69281
-2.842;0.65966;0.51258;0.20797;-0.45156;0.3863;0.65966;0.69303
-2.841;0.65981;0.51259;0.20784;-0.45176;0.38624;0.65981;0.69324
-2.84;0.65997;0.51259;0.20772;-0.45195;0.38617;0.65997;0.69346
-2.839;0.66012;0.5126;0.20759;-0.45215;0.38611;0.66012;0.69367
-2.838;0.66027;0.51261;0.20746;-0.45235;0.38604;0.66027;0.69388
-2.837;0.66042;0.51261;0.20734;-0.45254;0.38598;0.66042;0.6941
-2.836;0.66057;0.51262;0.20721;-0.45274;0.38591;0.66057;0.69431
-2.835;0.66072;0.51262;0.20708;-0.45294;0.38585;0.66072;0.69453
-2.834;0.66088;0.51263;0.20695;-0.45313;0.38578;0.66088;0.69474
-2.833;0.66103;0.51263;0.20683;-0.45333;0.38572;0.66103;0.69496
-2.832;0.66118;0.51264;0.2067;-0.45353;0.38565;0.66118;0.69517
-2.831;0.66133;0.51264;0.20657;-0.45372;0.38559;0.66133;0.69539
-2.83;0.66148;0.51265;0.20645;-0.45392;0.38552;0.66148;0.6956
-2.829;0.66163;0.51265;0.20632;-0.45411;0.38546;0.66163;0.69582
-2.828;0.66179;0.51266;0.20619;-0.45431;0.38539;0.66179;0.69603
-2.827;0.66194;0.51266;0.20606;-0.45451;0.38532;0.66194;0.69625
-2.826;0.66209;0.51267;0.20593;-0.4547;0.38526;0.66209;0.69646
-2.825;0.66224;0.51267;0.20581;-0.4549;0.38519;0.66224;0.69668
-2.824;0.66239;0.51268;0.20568;-0.4551;0.38513;0.66239;0.69689
-2.823;0.66254;0.51268;0.20555;-0.45529;0.38506;0.66254;0.69711
-2.822;0.6627;0.51268;0.20542;-0.45549;0.385;0.6627;0.69733
-2.821;0.66285;0.51269;0.2053;-0.45569;0.38493;0.66285;0.69754
-2.82;0.663;0.51269;0.20517;-0.45588;0.38486;0.663;0.69776
-2.819;0.66315;0.5127;0.20504;-0.45608;0.3848;0.66315;0.69797
-2.818;0.6633;0.5127;0.20491;-0.45627;0.38473;0.6633;0.69819
-2.817;0.66345;0.51271;0.20478;-0.45647;0.38467;0.66345;0.69841
-2.816;0.66361;0.51271;0.20465;-0.45667;0.3846;0.66361;0.69862
-2.815;0.66376;0.51271;0.20453;-0.45686;0.38453;0.66376;0.69884
-2.814;0.66391;0.51272;0.2044;-0.45706;0.38447;0.66391;0.69905
-2.813;0.66406;0.51272;0.20427;-0.45726;0.3844;0.66406;0.69927
-2.812;0.66421;0.51272;0.20414;-0.45745;0.38433;0.66421;0.69949
-2.811;0.66436;0.51273;0.20401;-0.45765;0.38427;0.66436;0.6997
-2.81;0.66451;0.51273;0.20388;-0.45784;0.3842;0.66451;0.69992
-2.809;0.66467;0.51273;0.20375;-0.45804;0.38413;0.66467;0.70014
-2.808;0.66482;0.51274;0.20363;-0.45824;0.38407;0.66482;0.70035
-2.807;0.66497;0.51274;0.2035;-0.45843;0.384;0.66497;0.70057
-2.806;0.66512;0.51274;0.20337;-0.45863;0.38393;0.66512;0.70079
-2.805;0.66527;0.51275;0.20324;-0.45882;0.38386;0.66527;0.701
-2.804;0.66542;0.51275;0.20311;-0.45902;0.3838;0.66542;0.70122
-2.803;0.66557;0.51275;0.20298;-0.45922;0.38373;0.66557;0.70144
-2.802;0.66573;0.51276;0.20285;-0.45941;0.38366;0.66573;0.70166
-2.801;0.66588;0.51276;0.20272;-0.45961;0.38359;0.66588;0.70187
-2.8;0.66603;0.51276;0.20259;-0.4598;0.38353;0.66603;0.70209
-2.799;0.66618;0.51276;0.20246;-0.46;0.38346;0.66618;0.70231
-2.798;0.66633;0.51277;0.20234;-0.4602;0.38339;0.66633;0.70253
-2.797;0.66648;0.51277;0.20221;-0.46039;0.38332;0.66648;0.70274
-2.796;0.66663;0.51277;0.20208;-0.46059;0.38326;0.66663;0.70296
-2.795;0.66679;0.51277;0.20195;-0.46078;0.38319;0.66679;0.70318
-2.794;0.66694;0.51278;0.20182;-0.46098;0.38312;0.66694;0.7034
-2.793;0.66709;0.51278;0.20169;-0.46118;0.38305;0.66709;0.70362
-2.792;0.66724;0.51278;0.20156;-0.46137;0.38298;0.66724;0.70383
-2.791;0.66739;0.51278;0.20143;-0.46157;0.38292;0.66739;0.70405
-2.79;0.66754;0.51278;0.2013;-0.46176;0.38285;0.66754;0.70427
-2.789;0.66769;0.51279;0.20117;-0.46196;0.38278;0.66769;0.70449
-2.788;0.66785;0.51279;0.20104;-0.46216;0.38271;0.66785;0.70471
-2.787;0.668;0.51279;0.20091;-0.46235;0.38264;0.668;0.70492
-2.786;0.66815;0.51279;0.20078;-0.46255;0.38257;0.66815;0.70514
-2.785;0.6683;0.51279;0.20065;-0.46274;0.38251;0.6683;0.70536
-2.784;0.66845;0.51279;0.20052;-0.46294;0.38244;0.66845;0.70558
-2.783;0.6686;0.51279;0.20039;-0.46314;0.38237;0.6686;0.7058
-2.782;0.66875;0.5128;0.20026;-0.46333;0.3823;0.66875;0.70602
-2.781;0.6689;0.5128;0.20013;-0.46353;0.38223;0.6689;0.70624
-2.78;0.66906;0.5128;0.2;-0.46372;0.38216;0.66906;0.70646
-2.779;0.66921;0.5128;0.19987;-0.46392;0.38209;0.66921;0.70668
-2.778;0.66936;0.5128;0.19974;-0.46411;0.38202;0.66936;0.70689
-2.777;0.66951;0.5128;0.19961;-0.46431;0.38195;0.66951;0.70711
-2.776;0.66966;0.5128;0.19948;-0.46451;0.38188;0.66966;0.70733
-2.775;0.66981;0.5128;0.19935;-0.4647;0.38181;0.66981;0.70755
-2.774;0.66996;0.5128;0.19921;-0.4649;0.38174;0.66996;0.70777
-2.773;0.67011;0.5128;0.19908;-0.46509;0.38168;0.67011;0.70799
-2.772;0.67026;0.5128;0.19895;-0.46529;0.38161;0.67026;0.70821
-2.771;0.67042;0.5128;0.19882;-0.46548;0.38154;0.67042;0.70843
-2.77;0.67057;0.5128;0.19869;-0.46568;0.38147;0.67057;0.70865
-2.769;0.67072;0.51281;0.19856;-0.46588;0.3814;0.67072;0.70887
-2.768;0.67087;0.51281;0.19843;-0.46607;0.38133;0.67087;0.70909
-2.767;0.67102;0.51281;0.1983;-0.46627;0.38126;0.67102;0.70931
-2.766;0.67117;0.51281;0.19817;-0.46646;0.38119;0.67117;0.70953
-2.765;0.67132;0.51281;0.19804;-0.46666;0.38112;0.67132;0.70975
-2.764;0.67147;0.51281;0.1979;-0.46685;0.38105;0.67147;0.70997
-2.763;0.67162;0.51281;0.19777;-0.46705;0.38098;0.67162;0.71019
-2.762;0.67178;0.5128;0.19764;-0.46725;0.3809;0.67178;0.71041
-2.761;0.67193;0.5128;0.19751;-0.46744;0.38083;0.67193;0.71063
-2.76;0.67208;0.5128;0.19738;-0.46764;0.38076;0.67208;0.71085
-2.759;0.67223;0.5128;0.19725;-0.46783;0.38069;0.67223;0.71107
-2.758;0.67238;0.5128;0.19712;-0.46803;0.38062;0.67238;0.71129
-2.757;0.67253;0.5128;0.19698;-0.46822;0.38055;0.67253;0.71151
-2.756;0.67268;0.5128;0.19685;-0.46842;0.38048;0.67268;0.71174
-2.755;0.67283;0.5128;0.19672;-0.46861;0.38041;0.67283;0.71196
-2.754;0.67298;0.5128;0.19659;-0.46881;0.38034;0.67298;0.71218
-2.753;0.67313;0.5128;0.19646;-0.469;0.38027;0.67313;0.7124
-2.752;0.67329;0.5128;0.19633;-0.4692;0.3802;0.67329;0.71262
-2.751;0.67344;0.5128;0.19619;-0.4694;0.38013;0.67344;0.71284
-2.75;0.67359;0.5128;0.19606;-0.46959;0.38005;0.67359;0.71306
-2.749;0.67374;0.51279;0.19593;-0.46979;0.37998;0.67374;0.71328
-2.748;0.67389;0.51279;0.1958;-0.46998;0.37991;0.67389;0.7135
-2.747;0.67404;0.51279;0.19566;-0.47018;0.37984;0.67404;0.71373
-2.746;0.67419;0.51279;0.19553;-0.47037;0.37977;0.67419;0.71395
-2.745;0.67434;0.51279;0.1954;-0.47057;0.3797;0.67434;0.71417
-2.744;0.67449;0.51279;0.19527;-0.47076;0.37963;0.67449;0.71439
-2.743;0.67464;0.51278;0.19514;-0.47096;0.37955;0.67464;0.71461
-2.742;0.67479;0.51278;0.195;-0.47115;0.37948;0.67479;0.71484
-2.741;0.67494;0.51278;0.19487;-0.47135;0.37941;0.67494;0.71506
-2.74;0.6751;0.51278;0.19474;-0.47154;0.37934;0.6751;0.71528
-2.739;0.67525;0.51278;0.19461;-0.47174;0.37927;0.67525;0.7155
-2.738;0.6754;0.51277;0.19447;-0.47193;0.37919;0.6754;0.71572
-2.737;0.67555;0.51277;0.19434;-0.47213;0.37912;0.67555;0.71595
-2.736;0.6757;0.51277;0.19421;-0.47232;0.37905;0.6757;0.71617
-2.735;0.67585;0.51277;0.19407;-0.47252;0.37898;0.67585;0.71639
-2.734;0.676;0.51277;0.19394;-0.47272;0.3789;0.676;0.71661
-2.733;0.67615;0.51276;0.19381;-0.47291;0.37883;0.67615;0.71684
-2.732;0.6763;0.51276;0.19367;-0.47311;0.37876;0.6763;0.71706
-2.731;0.67645;0.51276;0.19354;-0.4733;0.37869;0.67645;0.71728
-2.73;0.6766;0.51275;0.19341;-0.4735;0.37861;0.6766;0.7175
-2.729;0.67675;0.51275;0.19328;-0.47369;0.37854;0.67675;0.71773
-2.728;0.6769;0.51275;0.19314;-0.47389;0.37847;0.6769;0.71795
-2.727;0.67705;0.51275;0.19301;-0.47408;0.37839;0.67705;0.71817
-2.726;0.6772;0.51274;0.19288;-0.47428;0.37832;0.6772;0.7184
-2.725;0.67735;0.51274;0.19274;-0.47447;0.37825;0.67735;0.71862
-2.724;0.67751;0.51274;0.19261;-0.47467;0.37817;0.67751;0.71884
-2.723;0.67766;0.51273;0.19248;-0.47486;0.3781;0.67766;0.71907
-2.722;0.67781;0.51273;0.19234;-0.47506;0.37803;0.67781;0.71929
-2.721;0.67796;0.51273;0.19221;-0.47525;0.37795;0.67796;0.71951
-2.72;0.67811;0.51272;0.19207;-0.47545;0.37788;0.67811;0.71974
-2.719;0.67826;0.51272;0.19194;-0.47564;0.37781;0.67826;0.71996
-2.718;0.67841;0.51271;0.19181;-0.47584;0.37773;0.67841;0.72018
-2.717;0.67856;0.51271;0.19167;-0.47603;0.37766;0.67856;0.72041
-2.716;0.67871;0.51271;0.19154;-0.47623;0.37759;0.67871;0.72063
-2.715;0.67886;0.5127;0.19141;-0.47642;0.37751;0.67886;0.72086
-2.714;0.67901;0.5127;0.19127;-0.47661;0.37744;0.67901;0.72108
-2.713;0.67916;0.51269;0.19114;-0.47681;0.37736;0.67916;0.7213
-2.712;0.67931;0.51269;0.191;-0.477;0.37729;0.67931;0.72153
-2.711;0.67946;0.51269;0.19087;-0.4772;0.37722;0.67946;0.72175
-2.71;0.67961;0.51268;0.19073;-0.47739;0.37714;0.67961;0.72198
-2.709;0.67976;0.51268;0.1906;-0.47759;0.37707;0.67976;0.7222
-2.708;0.67991;0.51267;0.19047;-0.47778;0.37699;0.67991;0.72243
-2.707;0.68006;0.51267;0.19033;-0.47798;0.37692;0.68006;0.72265
-2.706;0.68021;0.51266;0.1902;-0.47817;0.37684;0.68021;0.72287
-2.705;0.68036;0.51266;0.19006;-0.47837;0.37677;0.68036;0.7231
-2.704;0.68051;0.51265;0.18993;-0.47856;0.37669;0.68051;0.72332
-2.703;0.68066;0.51265;0.18979;-0.47876;0.37662;0.68066;0.72355
-2.702;0.68081;0.51264;0.18966;-0.47895;0.37654;0.68081;0.72377
-2.701;0.68096;0.51264;0.18952;-0.47915;0.37647;0.68096;0.724
-2.7;0.68111;0.51263;0.18939;-0.47934;0.3764;0.68111;0.72422
-2.699;0.68126;0.51263;0.18925;-0.47954;0.37632;0.68126;0.72445
-2.698;0.68141;0.51262;0.18912;-0.47973;0.37624;0.68141;0.72467
-2.697;0.68156;0.51262;0.18898;-0.47993;0.37617;0.68156;0.7249
-2.696;0.68171;0.51261;0.18885;-0.48012;0.37609;0.68171;0.72512
-2.695;0.68186;0.51261;0.18871;-0.48031;0.37602;0.68186;0.72535
-2.694;0.68201;0.5126;0.18858;-0.48051;0.37594;0.68201;0.72558
-2.693;0.68216;0.5126;0.18844;-0.4807;0.37587;0.68216;0.7258
-2.692;0.68231;0.51259;0.18831;-0.4809;0.37579;0.68231;0.72603
-2.691;0.68246;0.51258;0.18817;-0.48109;0.37572;0.68246;0.72625
-2.69;0.68261;0.51258;0.18804;-0.48129;0.37564;0.68261;0.72648
-2.689;0.68276;0.51257;0.1879;-0.48148;0.37557;0.68276;0.7267
-2.688;0.68291;0.51257;0.18777;-0.48168;0.37549;0.68291;0.72693
-2.687;0.68306;0.51256;0.18763;-0.48187;0.37541;0.68306;0.72716
-2.686;0.68321;0.51255;0.1875;-0.48206;0.37534;0.68321;0.72738
-2.685;0.68336;0.51255;0.18736;-0.48226;0.37526;0.68336;0.72761
-2.684;0.68351;0.51254;0.18723;-0.48245;0.37518;0.68351;0.72783
-2.683;0.68366;0.51253;0.18709;-0.48265;0.37511;0.68366;0.72806
-2.682;0.68381;0.51253;0.18695;-0.48284;0.37503;0.68381;0.72829
-2.681;0.68396;0.51252;0.18682;-0.48304;0.37496;0.68396;0.72851
-2.68;0.68411;0.51251;0.18668;-0.48323;0.37488;0.68411;0.72874
-2.679;0.68426;0.51251;0.18655;-0.48342;0.3748;0.68426;0.72897
-2.678;0.68441;0.5125;0.18641;-0.48362;0.37473;0.68441;0.72919
-2.677;0.68456;0.51249;0.18627;-0.48381;0.37465;0.68456;0.72942
-2.676;0.68471;0.51249;0.18614;-0.48401;0.37457;0.68471;0.72965
-2.675;0.68486;0.51248;0.186;-0.4842;0.3745;0.68486;0.72987
-2.674;0.68501;0.51247;0.18587;-0.4844;0.37442;0.68501;0.7301
-2.673;0.68516;0.51246;0.18573;-0.48459;0.37434;0.68516;0.73033
-2.672;0.68531;0.51246;0.18559;-0.48478;0.37426;0.68531;0.73056
-2.671;0.68546;0.51245;0.18546;-0.48498;0.37419;0.68546;0.73078
-2.67;0.68561;0.51244;0.18532;-0.48517;0.37411;0.68561;0.73101
-2.669;0.68576;0.51243;0.18518;-0.48537;0.37403;0.68576;0.73124
-2.668;0.68591;0.51243;0.18505;-0.48556;0.37396;0.68591;0.73146
-2.667;0.68606;0.51242;0.18491;-0.48575;0.37388;0.68606;0.73169
-2.666;0.68621;0.51241;0.18477;-0.48595;0.3738;0.68621;0.73192
-2.665;0.68636;0.5124;0.18464;-0.48614;0.37372;0.68636;0.73215
-2.664;0.68651;0.51239;0.1845;-0.48634;0.37365;0.68651;0.73237
-2.663;0.68665;0.51239;0.18436;-0.48653;0.37357;0.68665;0.7326
-2.662;0.6868;0.51238;0.18423;-0.48672;0.37349;0.6868;0.73283
-2.661;0.68695;0.51237;0.18409;-0.48692;0.37341;0.68695;0.73306
-2.66;0.6871;0.51236;0.18395;-0.48711;0.37333;0.6871;0.73329
